기준연도,시군명,연령대,성별,결제건수,결제금액,결제취소건수,결제취소금액,1회평균결제금액
2022,안양시,10대,여,104828,2969852756,728,37357837,28331
2022,안양시,10대,남,96213,2880636563,518,31200653,29940
2022,안양시,20대,남,570472,9034926550,3537,86131498,15838
2022,안양시,20대,여,642924,11955361083,5392,151130851,18595
2022,안양시,30대,남,789776,17585864924,5685,230041171,22267
2022,안양시,30대,여,1003505,24955032572,8065,350025284,24868
2022,안양시,40대,남,1053083,30045019376,6655,339000423,28531
2022,안양시,40대,여,1556910,41667002043,11296,506554927,26763
2022,안양시,50대,여,954203,18251797235,6075,185802163,19128
2022,안양시,50대,남,696425,15079262246,3741,128530545,21652
2022,안양시,60대,여,456463,8672687290,2961,87274628,19000
2022,안양시,60대,남,334799,6073005144,1856,52174716,18139
2022,안양시,70대,남,72567,1401160495,456,11930064,19309
2022,안양시,70대,여,94840,1836792403,560,17485991,19367
2022,안양시,80대,남,11271,223914699,75,5377769,19866
2022,안양시,80대,여,14494,287131985,93,2654063,19810
2021,안양시,10대,남,107041,2220876733,613,22140096,20748
2021,안양시,10대,여,113421,2450066759,802,27144468,21602
2021,안양시,20대,남,730540,11107977482,4280,111052389,15205
2021,안양시,20대,여,751431,13167907183,5965,161275269,17524
2021,안양시,30대,남,665349,13345851698,5014,191462446,20058
2021,안양시,30대,여,877036,19566148645,7540,285070084,22309
2021,안양시,40대,남,913488,22910288999,6218,247815185,25080
2021,안양시,40대,여,1354927,32132688632,10244,370609348,23715
2021,안양시,50대,남,606596,11988815948,3648,109895729,19764
2021,안양시,50대,여,792248,14297840639,5835,157581106,18047
2021,안양시,60대,남,264403,4535992360,1679,43763858,17156
2021,안양시,60대,여,336373,6020258179,2515,68470252,17898
2021,안양시,70대,남,55671,986020484,427,10086794,17712
2021,안양시,70대,여,71462,1326809407,607,14962016,18567
2021,안양시,80대,남,8548,163459356,61,1305113,19123
2021,안양시,80대,여,15021,268374517,130,2420957,17867
2021,안양시,80대,여,15021,268374517,130,2420957,17867
2021,안양시,10대,남,107041,2220876733,613,22140096,20748
2021,안양시,10대,여,113421,2450066759,802,27144468,21602
2021,안양시,20대,남,730540,11107977482,4280,111052389,15205
2021,안양시,20대,여,751431,13167907183,5965,161275269,17524
2021,안양시,30대,남,665349,13345851698,5014,191462446,20058
2021,안양시,30대,여,877036,19566148645,7540,285070084,22309
2021,안양시,40대,남,913488,22910288999,6218,247815185,25080
2021,안양시,40대,여,1354927,32132688632,10244,370609348,23715
2021,안양시,50대,남,606596,11988815948,3648,109895729,19764
2021,안양시,50대,여,792248,14297840639,5835,157581106,18047
2021,안양시,60대,남,264403,4535992360,1679,43763858,17156
2021,안양시,60대,여,336373,6020258179,2515,68470252,17898
2021,안양시,70대,남,55671,986020484,427,10086794,17712
2021,안양시,70대,여,71462,1326809407,607,14962016,18567
2021,안양시,80대,남,8548,163459356,61,1305113,19123
2021,안양시,10대,남,107041,2220876733,613,22140096,20748
2021,안양시,10대,여,113421,2450066759,802,27144468,21602
2021,안양시,20대,남,730540,11107977482,4280,111052389,15205
2021,안양시,20대,여,751431,13167907183,5965,161275269,17524
2021,안양시,30대,남,665349,13345851698,5014,191462446,20058
2021,안양시,30대,여,877036,19566148645,7540,285070084,22309
2021,안양시,40대,남,913488,22910288999,6218,247815185,25080
2021,안양시,40대,여,1354927,32132688632,10244,370609348,23715
2021,안양시,50대,남,606596,11988815948,3648,109895729,19764
2021,안양시,50대,여,792248,14297840639,5835,157581106,18047
2021,안양시,60대,남,264403,4535992360,1679,43763858,17156
2021,안양시,60대,여,336373,6020258179,2515,68470252,17898
2021,안양시,70대,남,55671,986020484,427,10086794,17712
2021,안양시,70대,여,71462,1326809407,607,14962016,18567
2021,안양시,80대,남,8548,163459356,61,1305113,19123
2021,안양시,80대,여,15021,268374517,130,2420957,17867
2021,안양시,10대,남,107041,2220876733,613,22140096,20748
2021,안양시,10대,여,113421,2450066759,802,27144468,21602
2021,안양시,20대,남,730540,11107977482,4280,111052389,15205
2021,안양시,20대,여,751431,13167907183,5965,161275269,17524
2021,안양시,30대,남,665349,13345851698,5014,191462446,20058
2021,안양시,30대,여,877036,19566148645,7540,285070084,22309
2021,안양시,40대,남,913488,22910288999,6218,247815185,25080
2021,안양시,40대,여,1354927,32132688632,10244,370609348,23715
2021,안양시,50대,남,606596,11988815948,3648,109895729,19764
2021,안양시,50대,여,792248,14297840639,5835,157581106,18047
2021,안양시,60대,남,264403,4535992360,1679,43763858,17156
2021,안양시,60대,여,336373,6020258179,2515,68470252,17898
2021,안양시,70대,남,55671,986020484,427,10086794,17712
2021,안양시,70대,여,71462,1326809407,607,14962016,18567
2021,안양시,80대,남,8548,163459356,61,1305113,19123
2021,안양시,80대,여,15021,268374517,130,2420957,17867
2021,안양시,10대,남,107041,2220876733,613,22140096,20748
2021,안양시,10대,여,113421,2450066759,802,27144468,21602
2021,안양시,20대,남,730540,11107977482,4280,111052389,15205
2021,안양시,20대,여,751431,13167907183,5965,161275269,17524
2021,안양시,30대,남,665349,13345851698,5014,191462446,20058
2021,안양시,30대,여,877036,19566148645,7540,285070084,22309
2021,안양시,40대,남,913488,22910288999,6218,247815185,25080
2021,안양시,40대,여,1354927,32132688632,10244,370609348,23715
2021,안양시,50대,남,606596,11988815948,3648,109895729,19764
2021,안양시,50대,여,792248,14297840639,5835,157581106,18047
2021,안양시,60대,남,264403,4535992360,1679,43763858,17156
2021,안양시,60대,여,336373,6020258179,2515,68470252,17898
2021,안양시,70대,남,55671,986020484,427,10086794,17712
2021,안양시,70대,여,71462,1326809407,607,14962016,18567
2021,안양시,80대,남,8548,163459356,61,1305113,19123
2021,안양시,80대,여,15021,268374517,130,2420957,17867
2022,안양시,10대,여,104828,2969852756,728,37357837,28331
2022,안양시,10대,남,96213,2880636563,518,31200653,29940
2022,안양시,20대,남,570472,9034926550,3537,86131498,15838
2022,안양시,20대,여,642924,11955361083,5392,151130851,18595
2022,안양시,30대,남,789776,17585864924,5685,230041171,22267
2022,안양시,30대,여,1003505,24955032572,8065,350025284,24868
2022,안양시,40대,남,1053083,30045019376,6655,339000423,28531
2022,안양시,40대,여,1556910,41667002043,11296,506554927,26763
2022,안양시,50대,여,954203,18251797235,6075,185802163,19128
2022,안양시,50대,남,696425,15079262246,3741,128530545,21652
2022,안양시,60대,여,456463,8672687290,2961,87274628,19000
2022,안양시,60대,남,334799,6073005144,1856,52174716,18139
2022,안양시,70대,남,72567,1401160495,456,11930064,19309
2022,안양시,70대,여,94840,1836792403,560,17485991,19367
2022,안양시,80대,남,11271,223914699,75,5377769,19866
2022,안양시,80대,여,14494,287131985,93,2654063,19810
2021,안양시,10대,남,107041,2220876733,613,22140096,20748
2021,안양시,10대,여,113421,2450066759,802,27144468,21602
2021,안양시,20대,남,730540,11107977482,4280,111052389,15205
2021,안양시,20대,여,751431,13167907183,5965,161275269,17524
2021,안양시,30대,남,665349,13345851698,5014,191462446,20058
2021,안양시,30대,여,877036,19566148645,7540,285070084,22309
2021,안양시,40대,남,913488,22910288999,6218,247815185,25080
2021,안양시,40대,여,1354927,32132688632,10244,370609348,23715
2021,안양시,50대,남,606596,11988815948,3648,109895729,19764
2021,안양시,50대,여,792248,14297840639,5835,157581106,18047
2021,안양시,60대,남,264403,4535992360,1679,43763858,17156
2021,안양시,60대,여,336373,6020258179,2515,68470252,17898
2021,안양시,70대,남,55671,986020484,427,10086794,17712
2021,안양시,70대,여,71462,1326809407,607,14962016,18567
2021,안양시,80대,남,8548,163459356,61,1305113,19123
2021,안양시,80대,여,15021,268374517,130,2420957,17867
2021,안양시,10대,남,107041,2220876733,613,22140096,20748
2021,안양시,10대,여,113421,2450066759,802,27144468,21602
2021,안양시,20대,남,730540,11107977482,4280,111052389,15205
2021,안양시,20대,여,751431,13167907183,5965,161275269,17524
2021,안양시,30대,남,665349,13345851698,5014,191462446,20058
2021,안양시,30대,여,877036,19566148645,7540,285070084,22309
2021,안양시,40대,남,913488,22910288999,6218,247815185,25080
2021,안양시,40대,여,1354927,32132688632,10244,370609348,23715
2021,안양시,50대,남,606596,11988815948,3648,109895729,19764
2021,안양시,50대,여,792248,14297840639,5835,157581106,18047
2021,안양시,60대,남,264403,4535992360,1679,43763858,17156
2021,안양시,60대,여,336373,6020258179,2515,68470252,17898
2021,안양시,70대,남,55671,986020484,427,10086794,17712
2021,안양시,70대,여,71462,1326809407,607,14962016,18567
2021,안양시,80대,남,8548,163459356,61,1305113,19123
2021,안양시,80대,여,15021,268374517,130,2420957,17867
2021,안양시,10대,남,107041,2220876733,613,22140096,20748
2021,안양시,10대,여,113421,2450066759,802,27144468,21602
2021,안양시,20대,남,730540,11107977482,4280,111052389,15205
2021,안양시,20대,여,751431,13167907183,5965,161275269,17524
2021,안양시,30대,남,665349,13345851698,5014,191462446,20058
2021,안양시,30대,여,877036,19566148645,7540,285070084,22309
2021,안양시,40대,남,913488,22910288999,6218,247815185,25080
2021,안양시,40대,여,1354927,32132688632,10244,370609348,23715
2021,안양시,50대,남,606596,11988815948,3648,109895729,19764
2021,안양시,50대,여,792248,14297840639,5835,157581106,18047
2021,안양시,60대,남,264403,4535992360,1679,43763858,17156
2021,안양시,60대,여,336373,6020258179,2515,68470252,17898
2021,안양시,70대,남,55671,986020484,427,10086794,17712
2021,안양시,70대,여,71462,1326809407,607,14962016,18567
2021,안양시,80대,남,8548,163459356,61,1305113,19123
2021,안양시,80대,여,15021,268374517,130,2420957,17867
2021,안양시,10대,남,107041,2220876733,613,22140096,20748
2021,안양시,10대,여,113421,2450066759,802,27144468,21602
2021,안양시,20대,남,730540,11107977482,4280,111052389,15205
2021,안양시,20대,여,751431,13167907183,5965,161275269,17524
2021,안양시,30대,남,665349,13345851698,5014,191462446,20058
2021,안양시,30대,여,877036,19566148645,7540,285070084,22309
2021,안양시,40대,남,913488,22910288999,6218,247815185,25080
2021,안양시,40대,여,1354927,32132688632,10244,370609348,23715
2021,안양시,50대,남,606596,11988815948,3648,109895729,19764
2021,안양시,50대,여,792248,14297840639,5835,157581106,18047
2021,안양시,60대,남,264403,4535992360,1679,43763858,17156
2021,안양시,60대,여,336373,6020258179,2515,68470252,17898
2021,안양시,70대,남,55671,986020484,427,10086794,17712
2021,안양시,70대,여,71462,1326809407,607,14962016,18567
2021,안양시,80대,남,8548,163459356,61,1305113,19123
2021,안양시,80대,여,15021,268374517,130,2420957,17867
2021,안양시,80대,여,15021,268374517,130,2420957,17867
2021,안양시,10대,남,107041,2220876733,613,22140096,20748
2021,안양시,10대,여,113421,2450066759,802,27144468,21602
2021,안양시,20대,남,730540,11107977482,4280,111052389,15205
2021,안양시,20대,여,751431,13167907183,5965,161275269,17524
2021,안양시,30대,남,665349,13345851698,5014,191462446,20058
2021,안양시,30대,여,877036,19566148645,7540,285070084,22309
2021,안양시,40대,남,913488,22910288999,6218,247815185,25080
2021,안양시,40대,여,1354927,32132688632,10244,370609348,23715
2021,안양시,50대,남,606596,11988815948,3648,109895729,19764
2021,안양시,50대,여,792248,14297840639,5835,157581106,18047
2021,안양시,60대,남,264403,4535992360,1679,43763858,17156
2021,안양시,60대,여,336373,6020258179,2515,68470252,17898
2021,안양시,70대,남,55671,986020484,427,10086794,17712
2021,안양시,70대,여,71462,1326809407,607,14962016,18567
2021,안양시,80대,남,8548,163459356,61,1305113,19123
2021,안양시,10대,남,107041,2220876733,613,22140096,20748
2021,안양시,10대,여,113421,2450066759,802,27144468,21602
2021,안양시,20대,남,730540,11107977482,4280,111052389,15205
2021,안양시,20대,여,751431,13167907183,5965,161275269,17524
2021,안양시,30대,남,665349,13345851698,5014,191462446,20058
2021,안양시,30대,여,877036,19566148645,7540,285070084,22309
2021,안양시,40대,남,913488,22910288999,6218,247815185,25080
2021,안양시,40대,여,1354927,32132688632,10244,370609348,23715
2021,안양시,50대,남,606596,11988815948,3648,109895729,19764
2021,안양시,50대,여,792248,14297840639,5835,157581106,18047
2021,안양시,60대,남,264403,4535992360,1679,43763858,17156
2021,안양시,60대,여,336373,6020258179,2515,68470252,17898
2021,안양시,70대,남,55671,986020484,427,10086794,17712
2021,안양시,70대,여,71462,1326809407,607,14962016,18567
2021,안양시,80대,남,8548,163459356,61,1305113,19123
2021,안양시,80대,여,15021,268374517,130,2420957,17867
2021,안양시,10대,남,107041,2220876733,613,22140096,20748
2021,안양시,10대,여,113421,2450066759,802,27144468,21602
2021,안양시,20대,남,730540,11107977482,4280,111052389,15205
2021,안양시,20대,여,751431,13167907183,5965,161275269,17524
2021,안양시,30대,남,665349,13345851698,5014,191462446,20058
2021,안양시,30대,여,877036,19566148645,7540,285070084,22309
2021,안양시,40대,남,913488,22910288999,6218,247815185,25080
2021,안양시,40대,여,1354927,32132688632,10244,370609348,23715
2021,안양시,50대,남,606596,11988815948,3648,109895729,19764
2021,안양시,50대,여,792248,14297840639,5835,157581106,18047
2021,안양시,60대,남,264403,4535992360,1679,43763858,17156
2021,안양시,60대,여,336373,6020258179,2515,68470252,17898
2021,안양시,70대,남,55671,986020484,427,10086794,17712
2021,안양시,70대,여,71462,1326809407,607,14962016,18567
2021,안양시,80대,남,8548,163459356,61,1305113,19123
2021,안양시,80대,여,15021,268374517,130,2420957,17867
2021,안양시,10대,남,107041,2220876733,613,22140096,20748
2021,안양시,10대,여,113421,2450066759,802,27144468,21602
2021,안양시,20대,남,730540,11107977482,4280,111052389,15205
2021,안양시,20대,여,751431,13167907183,5965,161275269,17524
2021,안양시,30대,남,665349,13345851698,5014,191462446,20058
2021,안양시,30대,여,877036,19566148645,7540,285070084,22309
2021,안양시,40대,남,913488,22910288999,6218,247815185,25080
2021,안양시,40대,여,1354927,32132688632,10244,370609348,23715
2021,안양시,50대,남,606596,11988815948,3648,109895729,19764
2021,안양시,50대,여,792248,14297840639,5835,157581106,18047
2021,안양시,60대,남,264403,4535992360,1679,43763858,17156
2021,안양시,60대,여,336373,6020258179,2515,68470252,17898
2021,안양시,70대,남,55671,986020484,427,10086794,17712
2021,안양시,70대,여,71462,1326809407,607,14962016,18567
2021,안양시,80대,남,8548,163459356,61,1305113,19123
2021,안양시,80대,여,15021,268374517,130,2420957,17867
2021,양주시,10대,여,44413,723171204,272,5663980,16283
2021,양주시,20대,남,227125,3980156565,1587,53403493,17524
2021,양주시,20대,여,226709,4413821996,2133,66758916,19469
2021,양주시,30대,남,265595,5783078713,2101,70688943,21774
2021,양주시,40대,남,466386,11653473805,3191,131973624,24987
2021,양주시,40대,여,595180,14933770016,4612,158912655,25091
2021,양주시,50대,남,276351,5882258303,1716,57103688,21285
2021,양주시,50대,여,241772,5335645006,1892,55508852,22069
2021,양주시,60대,남,96062,2059168513,660,25415017,21436
2021,양주시,60대,여,89988,2016986850,737,24093027,22414
2021,양주시,70대,남,24505,519697994,191,6698639,21208
2021,양주시,70대,여,24758,543142051,220,7302995,21938
2021,양주시,80대,남,5078,93449681,28,418270,18403
2021,양주시,30대,남,265595,5783078713,2101,70688943,21774
2021,양주시,10대,여,44413,723171204,272,5663980,16283
2021,양주시,20대,남,227125,3980156565,1587,53403493,17524
2021,양주시,20대,여,226709,4413821996,2133,66758916,19469
2021,양주시,30대,남,265595,5783078713,2101,70688943,21774
2021,양주시,30대,여,343855,8243562625,3088,105904613,23974
2021,양주시,40대,남,466386,11653473805,3191,131973624,24987
2021,양주시,40대,여,595180,14933770016,4612,158912655,25091
2021,양주시,50대,남,276351,5882258303,1716,57103688,21285
2021,양주시,10대,남,47143,666646768,224,5357190,14141
2021,양주시,50대,여,241772,5335645006,1892,55508852,22069
2021,양주시,60대,남,96062,2059168513,660,25415017,21436
2021,양주시,60대,여,89988,2016986850,737,24093027,22414
2021,양주시,70대,남,24505,519697994,191,6698639,21208
2021,양주시,70대,여,24758,543142051,220,7302995,21938
2021,양주시,10대,남,47143,666646768,224,5357190,14141
2021,양주시,30대,여,343855,8243562625,3088,105904613,23974
2021,양주시,10대,남,47143,666646768,224,5357190,14141
2021,양주시,80대,여,5171,117320550,54,3351340,22688
2021,양주시,10대,여,44413,723171204,272,5663980,16283
2021,양주시,60대,여,89988,2016986850,737,24093027,22414
2021,양주시,70대,여,24758,543142051,220,7302995,21938
2021,양주시,40대,여,595180,14933770016,4612,158912655,25091
2022,양주시,60대,여,97908,2304197112,754,29587618,23534
2021,양주시,70대,남,24505,519697994,191,6698639,21208
2021,양주시,10대,남,47143,666646768,224,5357190,14141
2021,양주시,20대,남,227125,3980156565,1587,53403493,17524
2021,양주시,20대,여,226709,4413821996,2133,66758916,19469
2021,양주시,30대,남,265595,5783078713,2101,70688943,21774
2021,양주시,30대,여,343855,8243562625,3088,105904613,23974
2021,양주시,40대,남,466386,11653473805,3191,131973624,24987
2021,양주시,40대,여,595180,14933770016,4612,158912655,25091
2021,양주시,50대,남,276351,5882258303,1716,57103688,21285
2021,양주시,50대,여,241772,5335645006,1892,55508852,22069
2021,양주시,60대,남,96062,2059168513,660,25415017,21436
2021,양주시,60대,여,89988,2016986850,737,24093027,22414
2021,양주시,70대,남,24505,519697994,191,6698639,21208
2021,양주시,70대,여,24758,543142051,220,7302995,21938
2021,양주시,10대,남,47143,666646768,224,5357190,14141
2021,양주시,80대,남,5078,93449681,28,418270,18403
2021,양주시,80대,여,5171,117320550,54,3351340,22688
2021,양주시,10대,여,44413,723171204,272,5663980,16283
2021,양주시,20대,남,227125,3980156565,1587,53403493,17524
2021,양주시,20대,여,226709,4413821996,2133,66758916,19469
2021,양주시,30대,남,265595,5783078713,2101,70688943,21774
2021,양주시,30대,여,343855,8243562625,3088,105904613,23974
2021,양주시,40대,남,466386,11653473805,3191,131973624,24987
2021,양주시,40대,여,595180,14933770016,4612,158912655,25091
2021,양주시,50대,남,276351,5882258303,1716,57103688,21285
2021,양주시,50대,여,241772,5335645006,1892,55508852,22069
2021,양주시,60대,남,96062,2059168513,660,25415017,21436
2021,양주시,70대,남,24505,519697994,191,6698639,21208
2021,양주시,70대,여,24758,543142051,220,7302995,21938
2021,양주시,10대,남,47143,666646768,224,5357190,14141
2021,양주시,80대,남,5078,93449681,28,418270,18403
2021,양주시,80대,여,5171,117320550,54,3351340,22688
2021,양주시,80대,남,5078,93449681,28,418270,18403
2021,양주시,80대,여,5171,117320550,54,3351340,22688
2021,양주시,10대,남,47143,666646768,224,5357190,14141
2021,양주시,80대,남,5078,93449681,28,418270,18403
2021,양주시,80대,여,5171,117320550,54,3351340,22688
2021,양주시,10대,여,44413,723171204,272,5663980,16283
2021,양주시,20대,남,227125,3980156565,1587,53403493,17524
2021,양주시,20대,여,226709,4413821996,2133,66758916,19469
2021,양주시,30대,남,265595,5783078713,2101,70688943,21774
2021,양주시,30대,여,343855,8243562625,3088,105904613,23974
2021,양주시,40대,남,466386,11653473805,3191,131973624,24987
2021,양주시,40대,여,595180,14933770016,4612,158912655,25091
2021,양주시,50대,남,276351,5882258303,1716,57103688,21285
2021,양주시,50대,여,241772,5335645006,1892,55508852,22069
2021,양주시,60대,남,96062,2059168513,660,25415017,21436
2021,양주시,60대,여,89988,2016986850,737,24093027,22414
2021,양주시,70대,남,24505,519697994,191,6698639,21208
2021,양주시,50대,남,276351,5882258303,1716,57103688,21285
2022,양주시,80대,남,5878,122648865,39,2192325,20866
2021,양주시,10대,여,44413,723171204,272,5663980,16283
2021,양주시,20대,남,227125,3980156565,1587,53403493,17524
2021,양주시,20대,여,226709,4413821996,2133,66758916,19469
2021,양주시,30대,남,265595,5783078713,2101,70688943,21774
2021,양주시,30대,여,343855,8243562625,3088,105904613,23974
2021,양주시,40대,남,466386,11653473805,3191,131973624,24987
2021,양주시,50대,여,241772,5335645006,1892,55508852,22069
2021,양주시,60대,남,96062,2059168513,660,25415017,21436
2021,양주시,60대,여,89988,2016986850,737,24093027,22414
2021,양주시,70대,남,24505,519697994,191,6698639,21208
2021,양주시,70대,여,24758,543142051,220,7302995,21938
2021,양주시,10대,남,47143,666646768,224,5357190,14141
2022,양주시,10대,여,35676,637181505,261,5861944,17860
2022,양주시,10대,남,34429,526869683,148,4278675,15303
2022,양주시,20대,여,162982,3260352710,1554,49968917,20004
2022,양주시,20대,남,162824,2972528381,1379,64887541,18256
2022,양주시,30대,남,235666,5940956606,2018,119794521,25209
2022,양주시,30대,여,311039,8788945384,2903,145093962,28257
2022,양주시,40대,여,669531,19750441126,5401,247250675,29499
2022,양주시,40대,남,470471,13796570372,3633,237639113,29325
2022,양주시,50대,남,289818,6990756046,2065,116186787,24121
2022,양주시,50대,여,257001,6253309485,1910,76276658,24332
2022,양주시,60대,남,111793,2601149087,933,58652768,23268
2022,양주시,70대,여,25134,552185250,175,6892223,21970
2022,양주시,70대,남,23478,558361172,229,13601161,23782
2022,양주시,80대,여,5146,125619296,32,2057435,24411
2021,양주시,80대,남,5078,93449681,28,418270,18403
2021,양주시,80대,여,5171,117320550,54,3351340,22688
2021,양주시,80대,남,5078,93449681,28,418270,18403
2021,양주시,80대,여,5171,117320550,54,3351340,22688
2021,양주시,80대,남,5078,93449681,28,418270,18403
2021,양주시,80대,여,5171,117320550,54,3351340,22688
2021,양주시,10대,여,44413,723171204,272,5663980,16283
2021,양주시,20대,남,227125,3980156565,1587,53403493,17524
2021,양주시,20대,여,226709,4413821996,2133,66758916,19469
2021,양주시,30대,남,265595,5783078713,2101,70688943,21774
2021,양주시,30대,여,343855,8243562625,3088,105904613,23974
2021,양주시,40대,남,466386,11653473805,3191,131973624,24987
2021,양주시,40대,여,595180,14933770016,4612,158912655,25091
2021,양주시,50대,남,276351,5882258303,1716,57103688,21285
2021,양주시,50대,여,241772,5335645006,1892,55508852,22069
2021,양주시,60대,남,96062,2059168513,660,25415017,21436
2021,양주시,60대,여,89988,2016986850,737,24093027,22414
2021,양주시,70대,여,24758,543142051,220,7302995,21938
2021,양주시,10대,여,44413,723171204,272,5663980,16283
2021,양주시,20대,남,227125,3980156565,1587,53403493,17524
2021,양주시,20대,여,226709,4413821996,2133,66758916,19469
2021,양주시,30대,여,343855,8243562625,3088,105904613,23974
2021,양주시,40대,남,466386,11653473805,3191,131973624,24987
2021,양주시,40대,여,595180,14933770016,4612,158912655,25091
2021,양주시,50대,남,276351,5882258303,1716,57103688,21285
2021,양주시,50대,여,241772,5335645006,1892,55508852,22069
2021,양주시,60대,남,96062,2059168513,660,25415017,21436
2021,양주시,60대,여,89988,2016986850,737,24093027,22414
2021,양주시,70대,남,24505,519697994,191,6698639,21208
2021,양주시,70대,여,24758,543142051,220,7302995,21938
2021,양주시,80대,남,5078,93449681,28,418270,18403
2021,양주시,80대,여,5171,117320550,54,3351340,22688
2021,양주시,80대,남,5078,93449681,28,418270,18403
2021,양주시,80대,여,5171,117320550,54,3351340,22688
2021,양주시,10대,여,44413,723171204,272,5663980,16283
2021,양주시,20대,남,227125,3980156565,1587,53403493,17524
2021,양주시,20대,여,226709,4413821996,2133,66758916,19469
2021,양주시,30대,남,265595,5783078713,2101,70688943,21774
2021,양주시,30대,여,343855,8243562625,3088,105904613,23974
2021,양주시,40대,남,466386,11653473805,3191,131973624,24987
2021,양주시,40대,여,595180,14933770016,4612,158912655,25091
2021,양주시,50대,남,276351,5882258303,1716,57103688,21285
2021,양주시,50대,여,241772,5335645006,1892,55508852,22069
2021,양주시,60대,남,96062,2059168513,660,25415017,21436
2021,양주시,60대,여,89988,2016986850,737,24093027,22414
2021,양주시,70대,남,24505,519697994,191,6698639,21208
2021,양주시,70대,여,24758,543142051,220,7302995,21938
2021,양주시,80대,남,5078,93449681,28,418270,18403
2021,양주시,80대,여,5171,117320550,54,3351340,22688
2022,양주시,10대,여,35676,637181505,261,5861944,17860
2022,양주시,10대,남,34429,526869683,148,4278675,15303
2022,양주시,20대,여,162982,3260352710,1554,49968917,20004
2022,양주시,20대,남,162824,2972528381,1379,64887541,18256
2022,양주시,30대,남,235666,5940956606,2018,119794521,25209
2022,양주시,30대,여,311039,8788945384,2903,145093962,28257
2022,양주시,40대,여,669531,19750441126,5401,247250675,29499
2022,양주시,40대,남,470471,13796570372,3633,237639113,29325
2022,양주시,50대,남,289818,6990756046,2065,116186787,24121
2022,양주시,50대,여,257001,6253309485,1910,76276658,24332
2022,양주시,60대,여,97908,2304197112,754,29587618,23534
2022,양주시,60대,남,111793,2601149087,933,58652768,23268
2022,양주시,70대,여,25134,552185250,175,6892223,21970
2022,양주시,70대,남,23478,558361172,229,13601161,23782
2022,양주시,80대,여,5146,125619296,32,2057435,24411
2022,양주시,80대,남,5878,122648865,39,2192325,20866
2021,양주시,10대,여,44413,723171204,272,5663980,16283
2021,양주시,20대,남,227125,3980156565,1587,53403493,17524
2021,양주시,20대,여,226709,4413821996,2133,66758916,19469
2021,양주시,30대,남,265595,5783078713,2101,70688943,21774
2021,양주시,30대,여,343855,8243562625,3088,105904613,23974
2021,양주시,40대,남,466386,11653473805,3191,131973624,24987
2021,양주시,40대,여,595180,14933770016,4612,158912655,25091
2021,양주시,50대,남,276351,5882258303,1716,57103688,21285
2021,양주시,50대,여,241772,5335645006,1892,55508852,22069
2021,양주시,60대,남,96062,2059168513,660,25415017,21436
2021,양주시,60대,여,89988,2016986850,737,24093027,22414
2021,양주시,70대,남,24505,519697994,191,6698639,21208
2021,양주시,70대,여,24758,543142051,220,7302995,21938
2021,양주시,40대,남,466386,11653473805,3191,131973624,24987
2021,양주시,40대,여,595180,14933770016,4612,158912655,25091
2021,양주시,50대,남,276351,5882258303,1716,57103688,21285
2021,양주시,50대,여,241772,5335645006,1892,55508852,22069
2021,양주시,60대,남,96062,2059168513,660,25415017,21436
2021,양주시,60대,여,89988,2016986850,737,24093027,22414
2021,양주시,70대,남,24505,519697994,191,6698639,21208
2021,양주시,70대,여,24758,543142051,220,7302995,21938
2021,양주시,10대,남,47143,666646768,224,5357190,14141
2021,양주시,10대,여,44413,723171204,272,5663980,16283
2021,양주시,20대,남,227125,3980156565,1587,53403493,17524
2021,양주시,20대,여,226709,4413821996,2133,66758916,19469
2021,양주시,30대,남,265595,5783078713,2101,70688943,21774
2021,양주시,30대,여,343855,8243562625,3088,105904613,23974
2021,양주시,40대,남,466386,11653473805,3191,131973624,24987
2021,양주시,40대,여,595180,14933770016,4612,158912655,25091
2021,양주시,50대,남,276351,5882258303,1716,57103688,21285
2021,양주시,50대,여,241772,5335645006,1892,55508852,22069
2021,양주시,60대,남,96062,2059168513,660,25415017,21436
2021,양주시,60대,여,89988,2016986850,737,24093027,22414
2021,양주시,70대,남,24505,519697994,191,6698639,21208
2021,양주시,70대,여,24758,543142051,220,7302995,21938
2021,양주시,10대,남,47143,666646768,224,5357190,14141
2021,양주시,10대,남,47143,666646768,224,5357190,14141
2021,양주시,80대,남,5078,93449681,28,418270,18403
2021,양주시,80대,여,5171,117320550,54,3351340,22688
2021,양주시,10대,여,44413,723171204,272,5663980,16283
2021,양주시,20대,남,227125,3980156565,1587,53403493,17524
2021,양주시,20대,여,226709,4413821996,2133,66758916,19469
2021,양주시,30대,남,265595,5783078713,2101,70688943,21774
2021,양주시,30대,여,343855,8243562625,3088,105904613,23974
2021,양주시,10대,남,47143,666646768,224,5357190,14141
2021,양주시,80대,남,5078,93449681,28,418270,18403
2021,양주시,80대,여,5171,117320550,54,3351340,22688
2021,양주시,80대,남,5078,93449681,28,418270,18403
2021,양주시,80대,여,5171,117320550,54,3351340,22688
2021,양주시,80대,남,5078,93449681,28,418270,18403
2021,양주시,80대,여,5171,117320550,54,3351340,22688
2021,양주시,80대,남,5078,93449681,28,418270,18403
2021,양주시,80대,여,5171,117320550,54,3351340,22688
2021,양주시,10대,여,44413,723171204,272,5663980,16283
2021,양주시,20대,남,227125,3980156565,1587,53403493,17524
2021,양주시,20대,여,226709,4413821996,2133,66758916,19469
2021,양주시,30대,남,265595,5783078713,2101,70688943,21774
